lemma	homonym	new_para	sem
Anne	1	N_NALLE	female
Annele	1	N_EUGENE	female
Anneli	1	N_KANAALI	female
Anne-Maarit	1	N_PUNK	female
Anne-Mari	1	N_RUUVI	female
Anne-Maria	1	N_MAKKARA	female
Annette	1	N_NALLE	female
Anni	1	N_RUUVI	female
Anni-Ilona	1	N_PROBLEEMA	female
Anniina	1	N_KITARA	female
Annika	1	N_KITARA	female
Annikki	1	N_LOKKI	female
Annilotta	1	N_ROTTA	female
Annina	1	N_KITARA	female
Ann-Maria	1	N_MAKKARA	female
Annu	1	N_ASU	female
Annukka	1	N_LUSIKKA	female
Annuriikka	1	N_POLITIIKKA	female
Ano	1	N_TALO	male
Anri	1	N_RUUVI	female
Ansa	1	N_KIRJA	female
Anselmi	1	N_KANAALI	male
Anssi	1	N_RUUVI	male
Antarktis	1	N_VAKUUTUS	country
antarktislainen	1	A_AAKKOSELLINEN	country
antarktislainen	2	A_AAKKOSELLINEN	inhabitant
antarktislainen	3	N_AAKKOSTAMINEN	country
antarktislainen	4	N_AAKKOSTAMINEN	inhabitant
Ante	1	N_NALLE	male
Antero	1	N_RUIPELO	male
Anthony	1	N_KÄRRY	male
Antigua	1	N_MAKKARA	country
Antigua ja Barbuda	1	N_VOIMA	country
antiguabarbudalainen	1	A_AAKKOSELLINEN	country
antiguabarbudalainen	2	A_AAKKOSELLINEN	inhabitant
antiguabarbudalainen	3	N_AAKKOSTAMINEN	country
antiguabarbudalainen	4	N_AAKKOSTAMINEN	inhabitant
Anton	1	N_STADION	male
Antonia	1	N_MAKKARA	female
Antti	1	N_KORTTI	male
Antto	1	N_HIRTTO	male
anttolainen	1	A_AAKKOSELLINEN	inhabitant
anttolainen	2	N_AAKKOSTAMINEN	inhabitant
anttolalainen	1	A_AAKKOSELLINEN	inhabitant
anttolalainen	2	N_AAKKOSTAMINEN	inhabitant
Antton	1	N_STADION	male
Anttoni	1	N_KANAALI	male
Anu	1	N_ASU	female
AOA	1	ACRO_AA	currency
AOA	2	ACRO_AA	title
AOK	1	ACRO_OO	currency
AON	1	ACRO_ÄKS	currency
AOR	1	ACRO_ÄKS	currency
ap.	1	PCLE_VAAN	time
aPa	1	ACRO_AA	measure
apassi	1	N_RUUVI	language
apaššikieli	1	N_HIIRI	language
apteekkineuvos	1	N_VAKUUTUS	title
apul.	1	PCLE_VAAN	title
apulainen	1	N_AAKKOSTAMINEN	title
apulaisoikeusasiamies	1	N_MIES	title
apulaisprofessori	1	N_KANAALI	title
apul.prof.	1	PCLE_VAAN	title
ARA	1	ACRO_AA	currency
ARA	2	N_FIFA	currency
arabia	1	N_MAKKARA	language
Arabiemiirikunnat	1	N_KUNNAT	country
arabiemiirikuntalainen	1	A_AAKKOSELLINEN	country
arabiemiirikuntalainen	2	A_AAKKOSELLINEN	inhabitant
arabiemiirikuntalainen	3	N_AAKKOSTAMINEN	country
arabiemiirikuntalainen	4	N_AAKKOSTAMINEN	inhabitant
Arabiemiraatit	1	N_KASTANJETIT	country
arad	1	ACRO_EE	measure
aragonia	1	N_MAKKARA	language
aramea	1	N_MAKKARA	language
arapaho	1	N_TALO	language
arawak	1	N_PUNK	language
Arbetarbladet	1	N_PUNK	media
Arg$	1	ACRO_DOLLARI	currency
Argentiina	1	N_KIRJA	country
argentiinalainen	1	A_AAKKOSELLINEN	country
argentiinalainen	2	A_AAKKOSELLINEN	inhabitant
argentiinalainen	3	N_AAKKOSTAMINEN	country
argentiinalainen	4	N_AAKKOSTAMINEN	inhabitant
Arhippa	1	N_TIPPA	male
Arho	1	N_TALO	male
Ari	1	N_RUUVI	male
Ariela	1	N_KIRJA	female
Ari-Pekka	1	N_POLITIIKKA	male
Arja	1	N_KIRJA	female
ark	1	ACRO_OO	measure
ark.	1	PCLE_VAAN	time
arkkiatri	1	N_RUUVI	title
arkkit.	1	PCLE_VAAN	title
arkkitehti	1	N_NIHTI	title
ARL	1	ACRO_ÄKS	currency
Arla	1	N_KIRJA	female
ARM	1	ACRO_ÄKS	currency
Armas	1	N_PATSAS	male
Armas	2	N_VAKUUTUS	male
armenia	1	N_MAKKARA	language
Armenia	1	N_MAKKARA	country
armenialainen	1	A_AAKKOSELLINEN	country
armenialainen	2	A_AAKKOSELLINEN	inhabitant
armenialainen	3	N_AAKKOSTAMINEN	country
armenialainen	4	N_AAKKOSTAMINEN	inhabitant
Armi	1	N_RUUVI	female
Arna	1	N_KIRJA	female
Arne	1	N_NALLE	male
Arno	1	N_TALO	male
Arnold	1	N_PUNK	male
aromania	1	N_MAKKARA	language
Aron	1	N_STADION	male
ARP	1	ACRO_EE	currency
ARS	1	ACRO_ÄKS	currency
Arsi	1	N_RUUVI	male
artisti	1	N_RUUVI	title
artjärveläinen	1	A_KYLMÄJÄRKINEN	inhabitant
artjärveläinen	2	N_KYLKIÄINEN	inhabitant
artjärvinen	1	A_KYLMÄJÄRKINEN	inhabitant
artjärvinen	2	N_KYLKIÄINEN	inhabitant
Arto	1	N_TALO	male
Artti	1	N_KORTTI	male
Arttu	1	N_TORTTU	male
Arttu-Elmeri	1	N_KEHVELI	male
Artturi	1	N_KANAALI	male
Artur	1	N_STADION	male
Aruba	1	N_KIRJA	country
arubalainen	1	A_AAKKOSELLINEN	country
arubalainen	2	A_AAKKOSELLINEN	inhabitant
arubalainen	3	N_AAKKOSTAMINEN	country
arubalainen	4	N_AAKKOSTAMINEN	inhabitant
arv.	1	PCLE_VAAN	title
Arvi	1	N_RUUVI	male
Arvid	1	N_PUNK	male
Arvo	1	N_TALO	male
arvoisa	1	A_MATALA	title
as	1	ACRO_ÄKS	measure
aS	1	ACRO_ÄKS	measure
AS	1	ACRO_ÄKS	org
A/S	1	ACRO_ÄKS	org
ASA	1	ACRO_AA	org
asentaja	1	N_VOIMA	title
asessori	1	N_KANAALI	title
asiamies	1	N_MIES	title
asianajaja	1	N_VOIMA	title
asikkalainen	1	A_AAKKOSELLINEN	inhabitant
asikkalainen	2	N_AAKKOSTAMINEN	inhabitant
asikkalalainen	1	A_AAKKOSELLINEN	inhabitant
asikkalalainen	2	N_AAKKOSTAMINEN	inhabitant
askaislainen	1	A_AAKKOSELLINEN	inhabitant
askaislainen	2	N_AAKKOSTAMINEN	inhabitant
askaistelainen	1	A_AAKKOSELLINEN	inhabitant
askaistelainen	2	N_AAKKOSTAMINEN	inhabitant
Asko	1	N_TALO	male
askolalainen	1	A_AAKKOSELLINEN	inhabitant
askolalainen	2	N_AAKKOSTAMINEN	inhabitant
Aslak	1	N_PUNK	male
Aslög	1	N_ZEN	female
Asmo	1	N_TALO	male
as.oy	1	ACRO_YY	org
as.oy.	1	PCLE_VAAN	org
asr	1	ACRO_ÄKS	measure
ass.	1	PCLE_VAAN	title
assami	1	N_RUUVI	language
Asser	1	N_STADION	male
Assi	1	N_RUUVI	female
assist.	1	PCLE_VAAN	title
assistentti	1	N_KORTTI	title
Asta	1	N_KIRJA	female
Astrid	1	N_PUNK	female
asturia	1	N_MAKKARA	language
asu	1	N_ASU	language
at	1	PCLE_VAAN	measure
aT	1	ACRO_EE	measure
ateso	1	N_RUIPELO	language
athabascakieli	1	N_HIIRI	language
Atle	1	N_NALLE	male
atm	1	ACRO_ÄKS	measure
Atro	1	N_TALO	male
ATS	1	ACRO_ÄKS	currency
atsam	1	N_PUNK	language
atšeh	1	N_PUNK	language
Atso	1	N_TALO	male
atšoli	1	N_RUUVI	language
Atte	1	N_LOTTE	male
au.	1	PCLE_VAAN	title
AU	1	ACRO_UU	measure
AU$	1	ACRO_DOLLARI	currency
AUD	1	ACRO_EE	currency
August	1	N_PUNK	male
Augusta	1	N_KIRJA	female
Augusti	1	N_RUUVI	male
Augustinus	1	N_VAKUUTUS	male
AUK	1	ACRO_OO	org
Aukusti	1	N_RUUVI	male
Auli	1	N_RUUVI	female
Aulikki	1	N_LOKKI	female
Aulis	1	N_RUUMIS	male
Aulis	2	N_VAKUUTUS	male
Aune	1	N_NALLE	female
Auni	1	N_RUUVI	female
Auni-Leila	1	N_KIRJA	female
Auno	1	N_TALO	male
Aura	1	N_KIRJA	female
auralainen	1	A_AAKKOSELLINEN	inhabitant
auralainen	2	N_AAKKOSTAMINEN	inhabitant
Aurelia	1	N_MAKKARA	female
Auri	1	N_RUUVI	female
Auroora	1	N_KITARA	female
Aurora	1	N_KITARA	female
Aurora	2	N_ASEMA	female
ausk.	1	PCLE_VAAN	title
auskultantti	1	N_KORTTI	title
Australia	1	N_MAKKARA	country
australialainen	1	A_AAKKOSELLINEN	country
australialainen	2	A_AAKKOSELLINEN	inhabitant
australialainen	3	N_AAKKOSTAMINEN	country
australialainen	4	N_AAKKOSTAMINEN	inhabitant
australianenglanti	1	N_SOINTI	language
autonasentaja	1	N_VOIMA	title
autonkuljettaja	1	N_VOIMA	title
Auvo	1	N_TALO	male
aV	1	ACRO_EE	measure
avaari	1	N_RUUVI	language
avesta	1	N_KIRJA	language
avi	1	N_RUUVI	org
AVI	1	ACRO_II	org
aW	1	ACRO_EE	measure
awadhi	1	N_RUUVI	language
aWb	1	ACRO_EE	measure
AWG	1	ACRO_EE	currency
Axel	1	N_STADION	male
ay	1	ACRO_YY	org
ay.	1	PCLE_VAAN	org
Azerbaidžan	1	N_STADION	country
azerbaidžanilainen	1	A_AAKKOSELLINEN	country
azerbaidžanilainen	2	A_AAKKOSELLINEN	inhabitant
azerbaidžanilainen	3	N_AAKKOSTAMINEN	country
azerbaidžanilainen	4	N_AAKKOSTAMINEN	inhabitant
azeri	1	N_RUUVI	language
AZM	1	ACRO_ÄKS	currency
AZN	1	ACRO_ÄKS	currency
aΩ	1	ACRO_OHMI	measure
B	1	ACRO_EE	measure
BA	1	ACRO_AA	title
B.A.	1	PCLE_VAAN	title
BAD	1	ACRO_EE	currency
bafia	1	N_MAKKARA	language
Bahama	1	N_PROBLEEMA	country
bahamalainen	1	A_AAKKOSELLINEN	country
bahamalainen	2	A_AAKKOSELLINEN	inhabitant
bahamalainen	3	N_AAKKOSTAMINEN	country
bahamalainen	4	N_AAKKOSTAMINEN	inhabitant
Bahrain	1	N_PUNK	country
bahrainilainen	1	A_AAKKOSELLINEN	country
bahrainilainen	2	A_AAKKOSELLINEN	inhabitant
bahrainilainen	3	N_AAKKOSTAMINEN	country
bahrainilainen	4	N_AAKKOSTAMINEN	inhabitant
balettineuvos	1	N_VAKUUTUS	title
bali	1	N_RUUVI	language
BAM	1	ACRO_ÄKS	currency
bambara	1	N_KITARA	language
bamilekekieli	1	N_HIIRI	language
bamum	1	N_PUNK	language
BAN	1	ACRO_ÄKS	currency
banda	1	N_KIRJA	language
Bangladesh	1	N_PUNK	country
bangladeshilainen	1	A_AAKKOSELLINEN	country
bangladeshilainen	2	A_AAKKOSELLINEN	inhabitant
bangladeshilainen	3	N_AAKKOSTAMINEN	country
bangladeshilainen	4	N_AAKKOSTAMINEN	inhabitant
bantukieli	1	N_HIIRI	language
bar	1	N_PUNK	measure
bar	2	PCLE_VAAN	measure
Barbados	1	N_VAKUUTUS	country
barbadoslainen	1	A_AAKKOSELLINEN	country
barbadoslainen	2	A_AAKKOSELLINEN	inhabitant
barbadoslainen	3	N_AAKKOSTAMINEN	country
barbadoslainen	4	N_AAKKOSTAMINEN	inhabitant
Barbara	1	N_KITARA	female
Barbro	1	N_TALO	female
Barbuda	1	N_ASEMA	country
basaa	1	N_NUGAA	language
baski	1	N_RUUVI	language
baškiiri	1	N_RUUVI	language
batakkieli	1	N_HIIRI	language
BBD	1	ACRO_EE	currency
BD	1	ACRO_EE	currency
BDS$	1	ACRO_DOLLARI	currency
BDT	1	ACRO_EE	currency
Be	1	ACRO_EE	currency
Beata	1	N_KIRJA	female
Beatrice	1	N_NALLE	female
BEC	1	ACRO_EE	currency
bedža	1	N_KIRJA	language
Beeda	1	N_KIRJA	female
BEF	1	ACRO_ÄKS	currency
BEL	1	ACRO_ÄKS	currency
Belau	1	N_KUNGFU	country
Belgia	1	N_KITARA	country
belgialainen	1	A_AAKKOSELLINEN	country
belgialainen	2	A_AAKKOSELLINEN	inhabitant
belgialainen	3	N_AAKKOSTAMINEN	country
belgialainen	4	N_AAKKOSTAMINEN	inhabitant
Belinda	1	N_KIRJA	female
Belize	1	N_NISSE	country
belizeläinen	1	A_KYLMÄJÄRKINEN	country
belizeläinen	2	A_KYLMÄJÄRKINEN	inhabitant
belizeläinen	3	N_KYLKIÄINEN	country
belizeläinen	4	N_KYLKIÄINEN	inhabitant
Bella	1	N_KIRJA	female
belutši	1	N_RUUVI	language
bemba	1	N_KIRJA	language
Ben	1	N_ZEN	male
bena	1	N_KIRJA	language
bengali	1	N_RUUVI	language
Bengt	1	N_ZEN	male
Bengta	1	N_KIRJA	female
Benin	1	N_ZEN	country
beniniläinen	1	A_KYLMÄJÄRKINEN	country
beniniläinen	2	A_KYLMÄJÄRKINEN	inhabitant
beniniläinen	3	N_KYLKIÄINEN	country
beniniläinen	4	N_KYLKIÄINEN	inhabitant
Benita	1	N_KIRJA	female
Benjam	1	N_STADION	male
Benjami	1	N_KANAALI	male
Benjamin	1	N_PUNK	male
Benny	1	N_KÄRRY	male
Ber$	1	ACRO_DOLLARI	currency
berberikieli	1	N_HIIRI	language
Berit	1	N_ZEN	female
Bermuda	1	N_KIRJA	country
Bermuda	2	N_PUNK	country
bermudalainen	1	A_AAKKOSELLINEN	country
bermudalainen	2	A_AAKKOSELLINEN	inhabitant
bermudalainen	3	N_AAKKOSTAMINEN	country
bermudalainen	4	N_AAKKOSTAMINEN	inhabitant
Bernhard	1	N_PUNK	male
Bernice	1	N_NISSE	female
Bernt	1	N_ZEN	male
Berta	1	N_KIRJA	female
Bertel	1	N_BESSERWISSER	male
Bertil	1	N_BESSERWISSER	male
Bettina	1	N_KITARA	female
BF	1	ACRO_ÄKS	currency
BGL	1	ACRO_ÄKS	currency
BGM	1	ACRO_ÄKS	currency
BGN	1	ACRO_ÄKS	currency
BGO	1	ACRO_OO	currency
BHD	1	ACRO_EE	currency
bhodžpuri	1	N_RUUVI	language
Bhutan	1	N_PUNK	country
bhutanilainen	1	A_AAKKOSELLINEN	country
bhutanilainen	2	A_AAKKOSELLINEN	inhabitant
bhutanilainen	3	N_AAKKOSTAMINEN	country
bhutanilainen	4	N_AAKKOSTAMINEN	inhabitant
BIF	1	ACRO_ÄKS	currency
bihari	1	N_RUUVI	language
bikol	1	N_PUNK	language
bilin	1	N_ZEN	language
bini	1	N_TYYLI	language
Birger	1	N_BESSERWISSER	male
Birgit	1	N_ZEN	female
Birgitta	1	N_MITTA	female
bislama	1	N_KIRJA	language
Bjarne	1	N_NALLE	male
Björn	1	N_ZEN	male
blisskieli	1	N_HIIRI	language
BMD	1	ACRO_EE	currency
BND	1	ACRO_EE	currency
Bo	1	N_ESQUIMAU	male
Bo	2	N_TALO	male
BOB	1	ACRO_EE	currency
Bodil	1	N_PUNK	female
bodo	1	N_TALO	language
BOL	1	ACRO_ÄKS	currency
Bolivia	1	N_MAKKARA	country
bolivialainen	1	A_AAKKOSELLINEN	country
bolivialainen	2	A_AAKKOSELLINEN	inhabitant
bolivialainen	3	N_AAKKOSTAMINEN	country
bolivialainen	4	N_AAKKOSTAMINEN	inhabitant
BOP	1	ACRO_EE	currency
Borgåbladet	1	N_PUNK	media
Boris	1	N_PUNK	male
Boris	2	N_VAKUUTUS	male
bosnia	1	N_MAKKARA	language
Bosnia	1	N_MAKKARA	country
Bosnia ja Hertsegovina	1	N_KITARA	country
bosniahertsegovinalainen	1	A_AAKKOSELLINEN	country
bosniahertsegovinalainen	2	A_AAKKOSELLINEN	inhabitant
bosniahertsegovinalainen	3	N_AAKKOSTAMINEN	country
bosniahertsegovinalainen	4	N_AAKKOSTAMINEN	inhabitant
Botswana	1	N_KIRJA	country
Botswana	2	N_MAKKARA	country
botswanalainen	1	A_AAKKOSELLINEN	country
botswanalainen	2	A_AAKKOSELLINEN	inhabitant
botswanalainen	3	N_AAKKOSTAMINEN	country
botswanalainen	4	N_AAKKOSTAMINEN	inhabitant
bouvet’nsaarelainen	1	A_AAKKOSELLINEN	country
bouvet’nsaarelainen	2	A_AAKKOSELLINEN	inhabitant
bouvet’nsaarelainen	3	N_AAKKOSTAMINEN	country
bouvet’nsaarelainen	4	N_AAKKOSTAMINEN	inhabitant
